"Detector","Year","Doctype","Publisher","Venue","Title","Citations","Altmetric","Tips","Tortured Phrases","Assessor","PubPeer Users"
"tortured","2022","chapter","Springer Nature","Proceedings of International Conference on Computational Intelligence and Data Engineering","Cyber Security and the Internet of Things: Vulnerabilities, Threats, Intruders, and Attacks","0","0","3","DDoS assault • man in the center • shrewd metering","Invitation for human assessors","–"
"tortured","2022","chapter","Springer Nature","Machine Learning and Internet of Things for Societal Issues","Identification of Brain Tumors Using Deep Learning Techniques","0","0","3","attractive reverberation • bolster vector machine • mind tumor","Invitation for human assessors","–"
"tortured","2022","chapter","Springer Nature","Innovative Data Communication Technologies and Application","An Efficient Email Spam Detection Utilizing Machine Learning Approaches","0","0","3","credulous Bayes • disarray network • wellness esteem","Invitation for human assessors","–"
"tortured","2022","chapter","Springer Nature","Smart Technologies for Energy, Environment and Sustainable Development, Vol 2","Artificial Intelligence Based State of Charge Estimation of Electric Vehicle Battery","0","0","3","computerized reasoning • man-made brainpower • man-made consciousness","Invitation for human assessors","–"
"tortured","2022","chapter","Springer Nature","Artificial Intelligence-based Internet of Things Systems","Deep Learning Frameworks for Internet of Things","0","0","3","binary grouping • dimensionality decrease • regular language handling","Invitation for human assessors","–"
"tortured","2022","preprint","Elsevier","SSRN Electronic Journal","Modelling Customer Churn Rate and Its Use for Customer Retention Planning","0","0","3","blunder rate • calculated relapse • counterfeit neural","Invitation for human assessors","–"
"tortured","2022","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2022 4th International Conference on Smart Systems and Inventive Technology (ICSSIT)","A Novel Artificial Neural Network Algorithm for Prediction of Natural Gas Prices using Machine Learning","0","0","3","manufactured neural • vitality utilization • yield layer AND neural","Invitation for human assessors","–"
"tortured","2021","article","Elsevier","The Egyptian Journal of Remote Sensing and Space Science","Natural resonance frequency identification for sea waves and EEG epileptic patients using Pade approximation and neural network","0","0","3","shrouded layer • surface unpleasantness • yield layer AND neural","Invitation for human assessors","–"
"tortured","2021","article","Inderscience Publishers","International Journal of Networking and Virtual Organisations","Stock movement prediction using neuro genetic hybrid approach and impact on growth trend due to COVID-19","0","0","3","arbitrary woods • counterfeit neural • hereditary calculation","Invitation for human assessors","–"
"tortured","2021","article","American Scientific Publishers","Journal of Biomedical Nanotechnology","The Bioactivity of Scutellariae Radix Carbonisata-Derived Carbon Dots: Antiallergic Effect","0","0","3","electron magnifying lens • p esteem • quickening voltage","Invitation for human assessors","–"
"tortured","2021","article","–","Nature","Nature","0","0","3","bosom malignancy • colossal information • sun oriented force","Invitation for human assessors","–"
"tortured","2021","article","Elsevier","Materials Today Proceedings","Effect of turning parameters in cylindricity and circularity for o1 steel using ANN","0","0","3","back proliferation AND neural • back spread AND neural • yield layer AND neural","Invitation for human assessors","–"
"tortured","2021","article","Elsevier","Materials Today Proceedings","Optimization of surface roughness by design of experiment techniques during CNC milling machining","0","0","3","examination of difference (ANOVA) • sign to noise • surface unpleasantness","Invitation for human assessors","–"
"tortured","2021","article","Inderscience Publishers","International Journal of Intelligence and Sustainable Computing","Aggressive forward infinite dimensional entangled state pair with reputation based weighted hub selection to packet loss avoidance","0","0","3","directing convention • pernicious hub • steering convention","Invitation for human assessors","–"
"tortured","2021","article","IACSIT Press","International Journal of Computer Theory and Engineering","Brain Image Segmentation to Diagnose Tumor by Applying Wiener Filter and Intelligent Water Drop Algorithm","0","0","3","hereditary calculation • irregular backwoods • mind tumor","Invitation for human assessors","–"
"tortured","2021","article","Springer Nature","International Journal of System Assurance Engineering and Management","Work place discomfort and risk factors for construction site workers","0","0","3","head part examination • square mistake • squared blunder","Invitation for human assessors","–"
"tortured","2021","article","Springer Nature","Wireless Personal Communications","A Detailed Evolutionary Scrutiny of PEIS with GPS Fleet Tracker and AOMDV-SAPTV Based on Throughput, Delay, Accuracy, Error Rate, and Success Rate","0","0","3","cardiovascular breakdown • steering convention • vitality utilization","Invitation for human assessors","–"
"tortured","2021","article","Springer Nature","Wireless Personal Communications","WHOA: Hybrid Based Task Scheduling in Cloud Computing Environment","0","0","3","enhancement calculation AND optimiz* • half-breed calculation • vitality utilization","Invitation for human assessors","–"
"tortured","2021","article","Springer Nature","Arabian Journal of Geosciences","RETRACTED ARTICLE: Prediction of air pollutants and rural green tourism factors based on dynamic migration","0","0","3","arbitrary backwoods • arbitrary woods • irregular backwoods","Invitation for human assessors","–"
"tortured","2021","article","Hindawi","Journal of Food Quality","Modelling Techniques to Improve the Quality of Food Using Artificial Intelligence","1","0","3","computerized reasoning • man-made brainpower • man-made consciousness","Invitation for human assessors","–"
"tortured","2021","article","UiTM Press, Universiti Teknologi MARA","MALAYSIAN JOURNAL OF COMPUTING","EFFECTIVE ROUTING PROTOCOL FOR WIRELESS SENSOR NETWORKS USING CRT-LEACH ALGORITHM","0","0","3","directing convention • steering convention • vitality utilization","Invitation for human assessors","–"
"tortured","2021","article","Institute of Electrical and Electronics Engineers (IEEE)","IEEE Access","Healthcare Techniques Through Deep Learning: Issues, Challenges and Opportunities","0","0","3","concealed layer • lung knob • yield layer AND neural","Cabanac","Guillaume Cabanac, Alexander Magazinov"
